The Sun appears to move across the sky each day, rising in the east and setting in the west. What causes this apparent motion?	5	0.6	0.69087885400804420.3
The Sun appears to move across the sky each day, rising in the east and setting in the west. What causes this apparent motion?	6	0.0	0.199999999999999960.3
The Sun appears to move across the sky each day, rising in the east and setting in the west. What causes this apparent motion?	7	0.6	0.00.0
The Sun appears to move across the sky each day, rising in the east and setting in the west. What causes this apparent motion?	8	0.0	-0.261071772122166150.0
The Sun appears to move across the sky each day, rising in the east and setting in the west. What causes this apparent motion?	9	0.0	1.5281493976034880.3
One evening as it is getting dark, Alex sits on the front porch and watches the sun slowly disappear behind the neighbor's house across the street. Which explains this observation?	0	0.7799999999999999	2.13907950490603271.2
One evening as it is getting dark, Alex sits on the front porch and watches the sun slowly disappear behind the neighbor's house across the street. Which explains this observation?	1	0.0	-0.395924804318726950.0
One evening as it is getting dark, Alex sits on the front porch and watches the sun slowly disappear behind the neighbor's house across the street. Which explains this observation?	2	0.6337664938073779	-0.16002435779055380.3
From Earth, the Sun appears brighter than any other star because the Sun is the	0	2.4	0.70.0
From Earth, the Sun appears brighter than any other star because the Sun is the	1	1.4	0.00.0
From Earth, the Sun appears brighter than any other star because the Sun is the	2	1.2	0.334485131618028950.0
Many stars can be seen in the sky at night. Which statement best explains why the Sun appears brighter than the stars seen in the night sky?	0	1.7999999999999998	2.40.3
Many stars can be seen in the sky at night. Which statement best explains why the Sun appears brighter than the stars seen in the night sky?	1	0.7	-0.465078196644960751.2
Many stars can be seen in the sky at night. Which statement best explains why the Sun appears brighter than the stars seen in the night sky?	2	0.0	0.60.0
Many stars can be seen in the sky at night. Which statement best explains why the Sun appears brighter than the stars seen in the night sky?	3	2.0	1.79999999999999980.0
Many stars can be seen in the sky at night. Which statement best explains why the Sun appears brighter than the stars seen in the night sky?	4	1.2	-0.54444444444444451.5
Which statement correctly describes a relationship between the distance from Earth and a characteristic of a star?	0	0.0	-0.0272744004852917280.6
Which statement correctly describes a relationship between the distance from Earth and a characteristic of a star?	1	0.6	1.20.0
Which statement correctly describes a relationship between the distance from Earth and a characteristic of a star?	2	0.0	0.199999999999999960.3
Which statement correctly describes a relationship between the distance from Earth and a characteristic of a star?	3	0.6	0.228891284272276950.6
Which statement correctly describes a relationship between the distance from Earth and a characteristic of a star?	4	0.0	-0.40.0
Which statement correctly describes a relationship between the distance from Earth and a characteristic of a star?	5	0.0	0.62988606194030860.0
Which statement correctly describes a relationship between the distance from Earth and a characteristic of a star?	6	0.0	0.233889295669239440.0
Which statement correctly describes a relationship between the distance from Earth and a characteristic of a star?	7	0.0	0.25116767336060630.0
Which statement correctly describes a relationship between the distance from Earth and a characteristic of a star?	8	0.8785714285714286	-0.33571428571428580.6
Which statement correctly describes a relationship between the distance from Earth and a characteristic of a star?	9	0.2785714285714286	-0.405828223773977260.8999999999999999
Kevin is observing the sky on a clear night. With the unaided eye he is able to see Venus, Mars, Jupiter, and Saturn. Why would Venus appear to be brighter than the other planets?	0	3.2222222222222223	0.00.0
Kevin is observing the sky on a clear night. With the unaided eye he is able to see Venus, Mars, Jupiter, and Saturn. Why would Venus appear to be brighter than the other planets?	1	0.6	0.00.0
Kevin is observing the sky on a clear night. With the unaided eye he is able to see Venus, Mars, Jupiter, and Saturn. Why would Venus appear to be brighter than the other planets?	2	2.6222222222222222	0.00.0
Kevin is observing the sky on a clear night. With the unaided eye he is able to see Venus, Mars, Jupiter, and Saturn. Why would Venus appear to be brighter than the other planets?	3	2.6222222222222222	-0.40.3
Kevin is observing the sky on a clear night. With the unaided eye he is able to see Venus, Mars, Jupiter, and Saturn. Why would Venus appear to be brighter than the other planets?	4	2.022222222222222	0.70376864412729080.6
Kevin is observing the sky on a clear night. With the unaided eye he is able to see Venus, Mars, Jupiter, and Saturn. Why would Venus appear to be brighter than the other planets?	5	1.2	-0.200000000000000070.8999999999999999
Kevin is observing the sky on a clear night. With the unaided eye he is able to see Venus, Mars, Jupiter, and Saturn. Why would Venus appear to be brighter than the other planets?	6	1.4149044909245645	0.299999999999999931.5
Kevin is observing the sky on a clear night. With the unaided eye he is able to see Venus, Mars, Jupiter, and Saturn. Why would Venus appear to be brighter than the other planets?	7	2.0327827587070564	1.42185579221377710.8999999999999999
Kevin is observing the sky on a clear night. With the unaided eye he is able to see Venus, Mars, Jupiter, and Saturn. Why would Venus appear to be brighter than the other planets?	8	2.6222222222222222	-0.26759057917368010.3
Kevin is observing the sky on a clear night. With the unaided eye he is able to see Venus, Mars, Jupiter, and Saturn. Why would Venus appear to be brighter than the other planets?	9	2.6222222222222222	-0.26759057917368010.3
Kevin is observing the sky on a clear night. With the unaided eye he is able to see Venus, Mars, Jupiter, and Saturn. Why would Venus appear to be brighter than the other planets?	10	2.6222222222222222	-0.26759057917368010.3
The measure of the amount of light received on Earth from a star is known as	0	0.6	0.00.0
The measure of the amount of light received on Earth from a star is known as	1	1.2	0.60.0
The measure of the amount of light received on Earth from a star is known as	2	1.2	0.00.0
The measure of the amount of light received on Earth from a star is known as	3	0.6	0.00.0
The measure of the amount of light received on Earth from a star is known as	4	0.0	0.00.0
The measure of the amount of light received on Earth from a star is known as	5	0.6	0.00.0
At night, the Moon is the brightest object in the sky. Where does the Moon's light come from?	0	1.2	1.40.6
At night, the Moon is the brightest object in the sky. Where does the Moon's light come from?	1	0.6	0.94295856933448761.2
At night, the Moon is the brightest object in the sky. Where does the Moon's light come from?	2	0.6	0.00.0
The Big Bang theory states that the universe	0	1.2	1.20.3
In New York State, the longest period of daylight occurs during which month?	0	0.6	0.00.0
In New York State, the longest period of daylight occurs during which month?	1	1.7999999999999998	0.00.0
In New York State, the longest period of daylight occurs during which month?	2	0.0	0.00.0
In New York State, the longest period of daylight occurs during which month?	3	1.3325936199722608	0.099999999999999980.0
In New York State, the longest period of daylight occurs during which month?	4	0.0	0.60.0
In New York State, the longest period of daylight occurs during which month?	5	0.0	0.298578569430760440.0
In New York State, the longest period of daylight occurs during which month?	6	1.9325936199722609	0.099999999999999980.0
In New York State, the longest period of daylight occurs during which month?	7	0.6	0.70.0
In New York State, the longest period of daylight occurs during which month?	8	2.355398338189823	0.199999999999999960.0
In New York State, the longest period of daylight occurs during which month?	9	2.532593619972261	0.099999999999999980.0
The length of daylight changes as the seasons change during the year. What causes these changes in daylight?	0	3.0	1.51825875363982870.0
The length of daylight changes as the seasons change during the year. What causes these changes in daylight?	1	0.7378100107222394	0.00.0
The length of daylight changes as the seasons change during the year. What causes these changes in daylight?	2	3.502872341688733	-0.315345282341954360.6
The length of daylight changes as the seasons change during the year. What causes these changes in daylight?	3	2.574300913117304	0.00.0
The length of daylight changes as the seasons change during the year. What causes these changes in daylight?	4	2.574300913117304	0.00.0
The length of daylight changes as the seasons change during the year. What causes these changes in daylight?	5	3.241324198202263	0.00.0
The length of daylight changes as the seasons change during the year. What causes these changes in daylight?	6	1.6384518565135302	-0.40.6
Michael learned that the movement of Earth in the solar system causes changes that can be seen on the planet. Which change could be seen on Earth in the time it takes Earth to rotate once on its axis?	0	1.8598071442599995	0.300000000000000040.6
Michael learned that the movement of Earth in the solar system causes changes that can be seen on the planet. Which change could be seen on Earth in the time it takes Earth to rotate once on its axis?	1	2.4	0.00.0
Michael learned that the movement of Earth in the solar system causes changes that can be seen on the planet. Which change could be seen on Earth in the time it takes Earth to rotate once on its axis?	2	2.4562987952069757	0.00.0
In Alaska, there are fewer hours of daylight in the winter than in the summer. Which statement best explains why this difference occurs?	0	0.03539781425415528	0.00.0
In Alaska, there are fewer hours of daylight in the winter than in the summer. Which statement best explains why this difference occurs?	1	1.969747899159664	0.60.0
In Alaska, there are fewer hours of daylight in the winter than in the summer. Which statement best explains why this difference occurs?	2	0.6	2.7880471720423450.0
In Alaska, there are fewer hours of daylight in the winter than in the summer. Which statement best explains why this difference occurs?	3	1.7999999999999998	0.00.0
In Alaska, there are fewer hours of daylight in the winter than in the summer. Which statement best explains why this difference occurs?	4	0.0	0.60.0
In Alaska, there are fewer hours of daylight in the winter than in the summer. Which statement best explains why this difference occurs?	5	0.0	0.60.0
In Alaska, there are fewer hours of daylight in the winter than in the summer. Which statement best explains why this difference occurs?	6	1.969747899159664	0.00.0
In Alaska, there are fewer hours of daylight in the winter than in the summer. Which statement best explains why this difference occurs?	7	0.7916666666666666	0.60.0
In Alaska, there are fewer hours of daylight in the winter than in the summer. Which statement best explains why this difference occurs?	8	0.7916666666666666	0.00.0
In Alaska, there are fewer hours of daylight in the winter than in the summer. Which statement best explains why this difference occurs?	9	0.7697478991596638	0.00.0
In Alaska, there are fewer hours of daylight in the winter than in the summer. Which statement best explains why this difference occurs?	10	0.6	0.00.0
How does the length of daylight in New York State change from summer to fall?	0	1.2	0.00.0
How does the length of daylight in New York State change from summer to fall?	1	1.2072776280323447	0.00.0
How does the length of daylight in New York State change from summer to fall?	2	0.6072776280323449	-0.40.3
How does the length of daylight in New York State change from summer to fall?	3	1.7999999999999998	-0.40.6
How does the length of daylight in New York State change from summer to fall?	4	0.6916666666666667	-0.40.3
How does the length of daylight in New York State change from summer to fall?	5	0.6916666666666667	-0.40.3
How does the length of daylight in New York State change from summer to fall?	6	2.8275157232704404	0.39444444444444441.2
How does the length of daylight in New York State change from summer to fall?	7	2.407277628032345	-0.40.6
Earth's rotation (turning on its axis) causes	0	1.985939740285283	0.109288554974010580.0
Earth's rotation (turning on its axis) causes	1	1.7999999999999998	0.343642654683470770.0
Earth's rotation (turning on its axis) causes	2	0.0	0.35635734531652930.0
Earth's rotation (turning on its axis) causes	3	0.0	0.278254195961662340.0
Earth's rotation (turning on its axis) causes	4	0.6	0.00.0
Earth's rotation (turning on its axis) causes	5	0.6	0.60.0
Earth's rotation (turning on its axis) causes	6	0.17142857142857137	0.00.0
Which of these cycles takes 24 hours?	0	0.6	1.79296987014264180.8999999999999999
Which of these cycles takes 24 hours?	1	0.6	0.00.0
Which of these cycles takes 24 hours?	2	0.1401928557400003	0.32864077669902910.6
The number of daylight hours in New York State changes with the	0	0.0	0.96890500536111970.0
The number of daylight hours in New York State changes with the	1	1.6723857466161482	0.4607641473856660.6
The number of daylight hours in New York State changes with the	2	0.9983193277310924	-0.30220264317180620.3
The number of daylight hours in New York State changes with the	3	1.2	-0.80.6
The number of daylight hours in New York State changes with the	4	0.6	0.00.0
In New York State, the shortest period of daylight occurs during which month?	0	0.6	0.00.0
In New York State, the shortest period of daylight occurs during which month?	1	0.0	0.304225611779440960.0
In New York State, the shortest period of daylight occurs during which month?	2	1.3325936199722608	0.099999999999999980.0
In New York State, the shortest period of daylight occurs during which month?	3	0.0	-0.40.0
In New York State, the shortest period of daylight occurs during which month?	4	0.0	0.60.0
In New York State, the shortest period of daylight occurs during which month?	5	1.9325936199722609	0.099999999999999980.0
In New York State, the shortest period of daylight occurs during which month?	6	0.6	0.70.0
In New York State, the shortest period of daylight occurs during which month?	7	2.355398338189823	0.199999999999999960.0
In New York State, the shortest period of daylight occurs during which month?	8	2.532593619972261	0.099999999999999980.0
What is the correct explanation for why we have day and night on Earth?	0	0.6	0.60.0
What is the correct explanation for why we have day and night on Earth?	1	0.20000000000000007	-0.78969868120788170.6
What is the correct explanation for why we have day and night on Earth?	2	0.6	0.80939939760348780.3
What is the correct explanation for why we have day and night on Earth?	3	0.0	0.230946608273022820.0
What motion causes day and night?	0	0.6	0.199999999999999960.3
What motion causes day and night?	1	0.0	0.60.0
What motion causes day and night?	2	0.0	0.32864077669902910.3
What motion causes day and night?	3	0.0	1.20.3
Liam lives in the Northern Hemisphere of Earth and plays in the snow in December. His friend lives in the Southern Hemisphere of Earth and plays at the beach in December. What is the best explanation for why this is possible?	0	1.2	1.43259433377580030.6
Liam lives in the Northern Hemisphere of Earth and plays in the snow in December. His friend lives in the Southern Hemisphere of Earth and plays at the beach in December. What is the best explanation for why this is possible?	1	0.0	-0.40.0
Liam lives in the Northern Hemisphere of Earth and plays in the snow in December. His friend lives in the Southern Hemisphere of Earth and plays at the beach in December. What is the best explanation for why this is possible?	2	0.0	-0.40.0
Liam lives in the Northern Hemisphere of Earth and plays in the snow in December. His friend lives in the Southern Hemisphere of Earth and plays at the beach in December. What is the best explanation for why this is possible?	3	1.9760943440846899	0.00.0
Liam lives in the Northern Hemisphere of Earth and plays in the snow in December. His friend lives in the Southern Hemisphere of Earth and plays at the beach in December. What is the best explanation for why this is possible?	4	1.956862448242366	0.00.0
Liam lives in the Northern Hemisphere of Earth and plays in the snow in December. His friend lives in the Southern Hemisphere of Earth and plays at the beach in December. What is the best explanation for why this is possible?	5	0.6583333333333332	0.00.0
Liam lives in the Northern Hemisphere of Earth and plays in the snow in December. His friend lives in the Southern Hemisphere of Earth and plays at the beach in December. What is the best explanation for why this is possible?	6	0.0	-0.33750.0
Liam lives in the Northern Hemisphere of Earth and plays in the snow in December. His friend lives in the Southern Hemisphere of Earth and plays at the beach in December. What is the best explanation for why this is possible?	7	0.6	-1.20000000000000021.2
In December, one side of Earth will receive less energy from the Sun than the other side. Which statement best explains this fact?	0	3.6	1.20.0
Drew knows that Earth is tilted on its axis. He also knows this tilt is responsible for the season that a region on Earth will experience. When the South Pole is tilted toward the Sun, what season will it be in Florida?	0	3.0	0.60.0
Drew knows that Earth is tilted on its axis. He also knows this tilt is responsible for the season that a region on Earth will experience. When the South Pole is tilted toward the Sun, what season will it be in Florida?	1	0.1808246842016581	0.00.0
Drew knows that Earth is tilted on its axis. He also knows this tilt is responsible for the season that a region on Earth will experience. When the South Pole is tilted toward the Sun, what season will it be in Florida?	2	0.0	0.00.0
Drew knows that Earth is tilted on its axis. He also knows this tilt is responsible for the season that a region on Earth will experience. When the South Pole is tilted toward the Sun, what season will it be in Florida?	3	1.2	0.00.0
Drew knows that Earth is tilted on its axis. He also knows this tilt is responsible for the season that a region on Earth will experience. When the South Pole is tilted toward the Sun, what season will it be in Florida?	4	0.6	0.00.0
Drew knows that Earth is tilted on its axis. He also knows this tilt is responsible for the season that a region on Earth will experience. When the South Pole is tilted toward the Sun, what season will it be in Florida?	5	0.0	0.00.0
It takes approximately 365 days for	0	0.6	0.00.0
It takes approximately 365 days for	1	0.6	1.77433599577448950.6
It takes approximately 365 days for	2	0.0	0.201928550011220730.3
Felicia noticed how air temperatures were cooler and there were fewer hours of daylight during some of the seasons. Which of the following contributes to these seasonal changes?	0	0.0	1.79999999999999980.3
Felicia noticed how air temperatures were cooler and there were fewer hours of daylight during some of the seasons. Which of the following contributes to these seasonal changes?	1	2.4	1.41.2
Felicia noticed how air temperatures were cooler and there were fewer hours of daylight during some of the seasons. Which of the following contributes to these seasonal changes?	2	2.4210526315789473	-0.0241082195689614750.8999999999999999
Felicia noticed how air temperatures were cooler and there were fewer hours of daylight during some of the seasons. Which of the following contributes to these seasonal changes?	3	0.7592998710999013	0.00.0
Ellie is growing a vegetable garden. In which season do the plants in Ellie's garden receive the most energy from the Sun for growing?	0	0.6	0.60.0
Ellie is growing a vegetable garden. In which season do the plants in Ellie's garden receive the most energy from the Sun for growing?	1	0.0	0.60.0
Ellie is growing a vegetable garden. In which season do the plants in Ellie's garden receive the most energy from the Sun for growing?	2	0.7333922619123562	0.00.0
Ellie is growing a vegetable garden. In which season do the plants in Ellie's garden receive the most energy from the Sun for growing?	3	0.6333922619123562	0.00.0
Ellie is growing a vegetable garden. In which season do the plants in Ellie's garden receive the most energy from the Sun for growing?	4	0.7	0.00.0
Ellie is growing a vegetable garden. In which season do the plants in Ellie's garden receive the most energy from the Sun for growing?	5	0.6	0.00.0
Ellie is growing a vegetable garden. In which season do the plants in Ellie's garden receive the most energy from the Sun for growing?	6	0.6	0.60.0
Ellie is growing a vegetable garden. In which season do the plants in Ellie's garden receive the most energy from the Sun for growing?	7	1.9	0.00.0
Andy lives in the southern hemisphere. What season does he most likely experience in August?	0	1.2	0.60.0
Andy lives in the southern hemisphere. What season does he most likely experience in August?	1	1.2	0.00.0
Andy lives in the southern hemisphere. What season does he most likely experience in August?	2	0.6	0.60.0
What is the approximate length of time it takes the Moon to complete one lunar cycle?	0	1.7999999999999998	0.60.0
What is the approximate length of time it takes the Moon to complete one lunar cycle?	1	1.7999999999999998	0.00.0
Which of these is the most responsible for the changes of the seasons on Earth?	0	1.7999999999999998	0.89683018221125730.8999999999999999
Which of these is the most responsible for the changes of the seasons on Earth?	1	0.6	1.43259433377580030.6
Which of these is the most responsible for the changes of the seasons on Earth?	2	0.0	0.60.0
Which of these is the most responsible for the changes of the seasons on Earth?	3	0.0	0.60.0
Which of these is the most responsible for the changes of the seasons on Earth?	4	0.6	0.00.0
Which of these is the most responsible for the changes of the seasons on Earth?	5	0.6	0.00.0
Which of these is the most responsible for the changes of the seasons on Earth?	6	0.6	-0.40.8999999999999999
Martin is writing a report for science class about how the tilt of Earth affects living organisms. Which subject should Martin include in his report that is directly affected by Earth's tilt?	0	3.2	1.20.6
Martin is writing a report for science class about how the tilt of Earth affects living organisms. Which subject should Martin include in his report that is directly affected by Earth's tilt?	1	2.0	-0.40.3
Jessica watches the Sun set in the evening sky. What causes the setting of the Sun?	0	2.5	1.79999999999999980.0
Jessica watches the Sun set in the evening sky. What causes the setting of the Sun?	1	1.2	0.00.0
The change from day to night on Earth can be explained by	0	0.20000000000000007	-0.071359223300970940.6
The change from day to night on Earth can be explained by	1	0.6	0.199999999999999960.3
The change from day to night on Earth can be explained by	2	0.6	1.20.3
What causes nighttime and daytime on Earth?	0	0.1932303414289822	0.32864077669902910.6
What causes nighttime and daytime on Earth?	1	0.6	0.60.0
What causes nighttime and daytime on Earth?	2	0.6	-0.40.3
What causes nighttime and daytime on Earth?	3	1.1371428571428572	-0.40.6
There are MORE hours of sunlight in the Northern Hemisphere during which season?	0	0.21507457650916317	0.60.0
There are MORE hours of sunlight in the Northern Hemisphere during which season?	1	0.6296939808302158	0.00.0
There are MORE hours of sunlight in the Northern Hemisphere during which season?	2	0.6	0.00.0
There are MORE hours of sunlight in the Northern Hemisphere during which season?	3	0.6	0.60.0
Which of these events occurs about every three months?	0	0.23677423187184576	0.60.0
Which of these events occurs about every three months?	1	0.08741232314714764	0.00.0
Which of these events occurs about every three months?	2	0.6	0.00.0
Earth makes a complete revolution around the Sun about once every	0	1.9486719915489794	0.98555857325686980.0
The motion of Earth is responsible for several celestial events. Which of the following events is caused by Earth revolving around the sun?	0	2.0774658552779828	0.98555857325686980.0
Many types of motion occur in our solar system. Which type of motion describes one Earth year?	0	2.0073414293351455	1.9387329276389910.3
Many types of motion occur in our solar system. Which type of motion describes one Earth year?	1	1.3194630872483222	0.60.0
Many types of motion occur in our solar system. Which type of motion describes one Earth year?	2	0.0	1.20.0
Many types of motion occur in our solar system. Which type of motion describes one Earth year?	3	1.3194630872483222	-0.40.3
Approximately how long does Earth take to complete its orbit around the Sun?	0	2.6198781278199763	0.65989456903135960.0
Approximately how long does Earth take to complete its orbit around the Sun?	1	0.0	0.00.0
Approximately how long does Earth take to complete its orbit around the Sun?	2	0.2038571000224415	0.00.0
Which event occurs every day?	0	0.0	1.29999999999999980.3
Which event occurs every day?	1	0.0	-0.40.0
Which event occurs every day?	2	0.6	0.46787449857543940.0
Which event occurs every day?	3	0.6	0.43212550142456060.0
Which is a reason for Arkansas having multiple seasons?	0	0.0	1.43259433377580030.6
Which is a reason for Arkansas having multiple seasons?	1	0.7	0.00.0
Which planet has the longest planetary year?	0	0.7678614105027346	0.60.0
Which planet has the longest planetary year?	1	0.6	0.60.0
Which planet has the longest planetary year?	2	1.7999999999999998	0.00.0
Which planet has the longest planetary year?	3	0.6	0.00.0
Which planet has the longest planetary year?	4	0.0	0.00.0
Which planet has the longest planetary year?	5	0.6	0.60.0
Which planet has the longest planetary year?	6	0.0	0.00.0
Which planet has the longest planetary year?	7	0.0	0.00.0
Which occurs as a result of Earth's tilt on its rotating axis?	0	1.4	0.00.0
Which occurs as a result of Earth's tilt on its rotating axis?	1	1.7999999999999998	0.80.0
Which occurs as a result of Earth's tilt on its rotating axis?	2	0.09985571411339306	0.099999999999999980.0
How many times does Earth rotate on its axis in one day?	0	2.4	0.60.0
How many times does Earth rotate on its axis in one day?	1	0.30109667883575497	0.860.0
Which location on Earth has the least intense sunlight on December 22?	0	0.6	0.00.0
Which location on Earth has the least intense sunlight on December 22?	1	1.7999999999999998	0.79999999999999990.0
Which location on Earth has the least intense sunlight on December 22?	2	0.6	0.60.0
Which location on Earth has the least intense sunlight on December 22?	3	0.6	0.70.0
Which location on Earth has the least intense sunlight on December 22?	4	2.4	0.00.0
Which location on Earth has the least intense sunlight on December 22?	5	0.6	0.00.0
Which location on Earth has the least intense sunlight on December 22?	6	0.0	-0.40.0
Why is it winter in North America when it is summer in South America?	0	1.2	0.60.0
Why is it winter in North America when it is summer in South America?	1	0.41355315773113843	-0.105555555555555510.3
Why is it winter in North America when it is summer in South America?	2	0.361063656983149	0.120086185134921420.0
Why is it winter in North America when it is summer in South America?	3	0.6	-0.0085468973764748490.0
Why is it winter in North America when it is summer in South America?	4	0.6	0.59145310262352510.0
Why is it winter in North America when it is summer in South America?	5	0.0	0.00.0
Why is it winter in North America when it is summer in South America?	6	0.0	0.391453102623525061.2
In New York State, an observer will usually see the Sun rise in the	0	1.2	0.60.0
What is one factor that contributes to seasons occurring in New York State?	0	0.6210526315789473	1.11825875363982870.6
What is one factor that contributes to seasons occurring in New York State?	1	0.1592998710999013	0.00.0
Which statement best explains Earth's day and night cycle?	0	0.7414736555847357	0.420894553512574430.6
Which statement best explains Earth's day and night cycle?	1	0.6	0.60.0
Which statement best explains Earth's day and night cycle?	2	0.6	1.5281493976034880.3
Which statement best explains Earth's day and night cycle?	3	1.3312918005810794	2.3072268925632560.3
How does the tilt of Earth’s axis and its rotation affect the weather?	0	1.2	3.60.3
How does the tilt of Earth’s axis and its rotation affect the weather?	1	0.6	-0.300000000000000040.3
How does the tilt of Earth’s axis and its rotation affect the weather?	2	0.6	0.00.0
How does the tilt of Earth’s axis and its rotation affect the weather?	3	0.0	0.36026708250252050.0
How does the tilt of Earth’s axis and its rotation affect the weather?	4	0.0	0.56026708250252040.6
How does the tilt of Earth’s axis and its rotation affect the weather?	5	0.0	0.79999999999999990.6
Earth rotates on its north-south axis. Which statement best describes one complete rotation?	0	2.585939740285283	0.309288554974010530.8999999999999999
Earth rotates on its north-south axis. Which statement best describes one complete rotation?	1	1.2	0.56990357212999960.6
Earth rotates on its north-south axis. Which statement best describes one complete rotation?	2	0.6	0.00.0
Earth rotates on its north-south axis. Which statement best describes one complete rotation?	3	1.8562987952069756	0.00.0
Earth rotates on its north-south axis. Which statement best describes one complete rotation?	4	0.0	0.53954000998603860.3
The length of a year is equivalent to the time it takes for one	0	0.8513280084510206	1.9387329276389910.6
The length of a year is equivalent to the time it takes for one	1	1.2	-0.40.3
Which of the following statements best explains why the tilt of Earth on its axis causes summer to be warmer than winter in the Northern Hemisphere?	0	1.7999999999999998	1.58804717204234480.0
Which of the following statements best explains why the tilt of Earth on its axis causes summer to be warmer than winter in the Northern Hemisphere?	1	1.7999999999999998	1.36406043053383571.5
Which of the following statements best explains why the tilt of Earth on its axis causes summer to be warmer than winter in the Northern Hemisphere?	2	0.7916666666666666	0.199999999999999960.3
Which of the following statements best explains why the tilt of Earth on its axis causes summer to be warmer than winter in the Northern Hemisphere?	3	1.2	0.00.0
Which of the following statements best explains why the tilt of Earth on its axis causes summer to be warmer than winter in the Northern Hemisphere?	4	0.0	1.20.0
Which of the following statements best explains why the tilt of Earth on its axis causes summer to be warmer than winter in the Northern Hemisphere?	5	0.6	0.099999999999999980.0
Which of the following statements best explains why the tilt of Earth on its axis causes summer to be warmer than winter in the Northern Hemisphere?	6	0.0	-0.40.0
Which of the following statements best explains why the tilt of Earth on its axis causes summer to be warmer than winter in the Northern Hemisphere?	7	0.6	0.00.0
Which of the following statements best explains why the tilt of Earth on its axis causes summer to be warmer than winter in the Northern Hemisphere?	8	0.0	0.31361243072066150.0
Which of the following statements best explains why the tilt of Earth on its axis causes summer to be warmer than winter in the Northern Hemisphere?	9	0.0	0.31361243072066150.0
Which of the following statements best explains why the tilt of Earth on its axis causes summer to be warmer than winter in the Northern Hemisphere?	10	0.0	-1.1102230246251565E-161.5
Which of the following statements best explains why the tilt of Earth on its axis causes summer to be warmer than winter in the Northern Hemisphere?	11	0.0	0.099999999999999980.0
About how many Earth days does it take the Moon to travel around Earth?	0	0.7501872312752698	0.00.0
About how many Earth days does it take the Moon to travel around Earth?	1	0.6684210526315788	0.00.0
About how many Earth days does it take the Moon to travel around Earth?	2	0.6	0.00.0
